Movie Name,Director,Year,Jump Count,Jump Scare Rating,Netflix (US),URL,IMDB,Summary,Rating,SRT Link
Halloween II,Rick Rosenthal,1981,8,2.0,No,https://wheresthejump.com/jump-scares-in-halloween-ii-1981/,tt0082495,"Jump Scares: 8 (1 major, 7 minor)",Surprisingly low on jump scares with only a couple of sudden character deaths and a few “false alarms” in the early and middle stages of the movie.,https://wheresthejump.com/subtitles/Halloween-II-1981.srt
Halloween Kills,David Gordon Green,2021,22,4.0,No,https://wheresthejump.com/jump-scares-in-halloween-kills-2021/,tt10665338,"Jump Scares: 22 (2 major, 20 minor)","Although most are minor, there are plenty of jump scares throughout with a couple of major ones to really get the blood pumping. I found most were predictable with not much suspense build up.",https://wheresthejump.com/subtitles/Halloween-Kills-2021.srt
Hannibal,Ridley Scott,2001,2,0.5,No,https://wheresthejump.com/jump-scares-in-hannibal-2001/,tt0212985,Jump Scares: 2 (2 minor),Two very minor scares around the 24 and 75 minute marks.,https://wheresthejump.com/subtitles/Hannibal-2001.srt
Hannibal Rising,Peter Webber,2007,0,0.0,No,https://wheresthejump.com/jump-scares-in-hannibal-rising-2007/,tt0367959,Jump Scares: 0,Hannibal Rising has no jump scares however some of the character’s deaths are quite gory and some viewers might find them difficult to watch.,
Happy Death Day,Christopher Landon,2017,8,2.5,No,https://wheresthejump.com/jump-scares-in-happy-death-day-2017/,tt5308322,"Jump Scares: 8 (1 major, 7 minor)",The jump scares in Happy Death Day coincide with the sudden appearance of the mysterious masked person and are mainly in the first half of the movie.,https://wheresthejump.com/subtitles/Happy-Death-Day-2017.srt
Happy Death Day 2U,Christopher Landon,2019,7,2.0,No,https://wheresthejump.com/jump-scares-in-happy-death-day-2u-2019/,tt5308322,Jump Scares: 7 (7 minor),"Much like the first movie, Happy Death Day 2U has a light tone and the jump scares, which mainly occur early in the movie, are fairly tame.",https://wheresthejump.com/subtitles/Happy-Death-Day-2U-2019.srt
Hard Candy,David Slade,2005,1,1.0,No,https://wheresthejump.com/jump-scares-in-hard-candy-2005/,tt0424136,Jump Scares: 1 (1 minor),One minor jump scare.,Hard Candy.srt
Harvested 2 – The Legend of Harold Rice,Alex West,2022,5,3.5,No,https://wheresthejump.com/jump-scares-in-harvested-2-2022-the-legend-of-harold-rice-2022/,tt17719794,"Jump Scares: 5 (3 major, 2 minor)",Super unexpected jump scares,Harvested 2 – The Legend of Harold Rice.srt
Haunt,Scott Beck & Bryan Woods,2019,16,4.0,No,https://wheresthejump.com/jump-scares-in-haunt-2019/,tt6535880,"Jump Scares: 16 (4 major, 12 minor)","A surprisingly exciting and atmospheric film with a high density of jump scares. However, the cautious build-up of suspense ensures a good impact of the shocks. Also a warning to sensitive viewers: the violence is extremely brutal and sudden.",https://wheresthejump.com/subtitles/Haunt-2019.srt
Haze,Shinya Tsukamoto,2005,1,0.5,No,https://wheresthejump.com/jump-scares-in-haze-2005/,tt0491399,Jump Scares: 1 (1 minor),Only one minor jump scare. Caution advised about a few graphic and disturbing scenes.,https://wheresthejump.com/subtitles/Haze-2005.srt
Head Count,Elle Callahan,2018,6,2.5,Yes,https://wheresthejump.com/jump-scares-in-head-count-2018/,tt7350614,"Jump Scares: 6 (1 major, 5 minor)","A handful of decent jump scares, none overly scary.",Head Count.srt
Head Trauma,Lance Weiler,2006,6,1.0,No,https://wheresthejump.com/jump-scares-in-head-trauma-2006/,tt0439194,Jump Scares: 6 (6 minor),"Rare film from one of the directors of The Last Broadcast, and similarly has more emphasis on building an unnerving atmosphere. Only a few minor jump scares.",https://wheresthejump.com/subtitles/Head-Trauma-2006.srt
Hell Fest,Gregory Plotkin,2018,28,5.0,No,https://wheresthejump.com/jump-scares-in-hell-fest-2018/,tt1999890,"Jump Scares: 28 (3 major, 25 minor)","Many minor jump scares, a large majority of which involve park actors jumping out at the characters to scare them or props within the attractions going off. Most of them do not require any discretion, but there are three major jump scares to watch out for.",https://wheresthejump.com/subtitles/Hell-Fest-2018.srt
Hell House LLC,Stephen Cognetti,2015,6,2.5,No,https://wheresthejump.com/jump-scares-in-hell-house-llc-2015/,tt4267026,"Jump Scares: 6 (1 major, 5 minor)","The horror in Hell House LLC relies less on jump scares and more on atmosphere and scary imagery. When jump scares occur it is usually due to a frightening looking figure appearing in a position where they previously weren’t, and these figures are rarely seen to actually move on screen. There are notably no ‘scare chords’ to accompany scary scenes, which occur in silence.",https://wheresthejump.com/subtitles/Hell-House-LLC-2015.srt
Hell House LLC II: The Abaddon Hotel,Stephen Cognetti,2018,10,2.5,No,https://wheresthejump.com/jump-scares-in-hell-house-llc-ii-the-abaddon-hotel-2018/,tt8707374,"Jump Scares: 10 (2 major, 8 minor)","The horror is not as effective as the first film, and recycles ideas which were done better in the original. This film relies less on building up suspense, and more on scary figures suddenly appearing in front of the camera.",https://wheresthejump.com/subtitles/Hell-House-LLC-II-The-Abaddon-Hotel-2018.srt
Hell House LLC III: Lake of Fire,Stephen Cognetti,2019,5,2.0,No,https://wheresthejump.com/jump-scares-in-hell-house-llc-iii-lake-of-fire-2019/,tt10675136,"Jump Scares: 5 (2 major, 3 minor)","Apart from a couple of memorable scary scenes, Lake of Fire has the weakest horror of all three films, relying mainly on recycling jump scares from the previous films as ‘flashbacks’.",https://wheresthejump.com/subtitles/Hell-House-LLC-III-Lake-of-Fire-2019.srt
Hellboy,Guillermo del Toro,2004,6,1.5,No,https://wheresthejump.com/jump-scares-in-hellboy-2004/,tt0167190,Jump Scares: 6 (6 minor),Hellboy has some moderately startling scenes but nothing that could be considered a significant jump scare.,https://wheresthejump.com/subtitles/Hellboy-2004.srt
Hello Mary Lou: Prom Night II,Bruce Pittman,1987,5,1.5,No,https://wheresthejump.com/jump-scares-in-hello-mary-lou-prom-night-ii-1987/,tt0093176,"Jump Scares: 5 (1 major, 4 minor)","Only one jump scare of note, most very underwhelming.",Hello Mary Lou: Prom Night II.srt
Hellraiser,Clive Barker,1987,5,2.0,No,https://wheresthejump.com/jump-scares-in-hellraiser-1987/,tt0093177,Jump Scares: 5 (5 minor),Hellraiser includes a handful of jumps,https://wheresthejump.com/subtitles/Hellraiser-1987.srt
Here Alone,Rod Blackhurst,2016,2,0.5,Yes,https://wheresthejump.com/jump-scares-in-here-alone-2016/,tt4814760,Jump Scares: 2 (2 minor),Here Alone is more of a post-apocalyptic drama than horror movie. Although the action does pickup in the second half there are very few jump scares to speak of.,https://wheresthejump.com/subtitles/Here-Alone-2016.srt
Here Comes Hell,Jack McHenry,2019,2,2.0,No,https://wheresthejump.com/jump-scares-in-here-comes-hell-2019/,tt7947624,Jump Scares: 2 (2 minor),Only two very obvious jump scares.,Here Comes Hell.srt
Hereditary,Ari Aster,2018,8,2.0,No,https://wheresthejump.com/jump-scares-in-hereditary-2018/,tt7784604,Jump Scares: 8 (8 minor),Jump scares are not a big part of Hereditary although there are a handful of minor jolts throughout.,https://wheresthejump.com/subtitles/Hereditary-2018.srt
Hidden,"Matt Duffer, Ross Duffer",2015,6,1.5,No,https://wheresthejump.com/jump-scares-in-hidden-2015/,tt2131532,Jump Scares: 6 (6 minor),"Hidden is more of a drama/thriller with horror elements. There are some jump scares, mainly in the middle of the film however they are fairly insignificant.",https://wheresthejump.com/subtitles/Hidden-2015.srt
Hide and Seek,John Polson,2005,16,3.5,No,https://wheresthejump.com/jump-scares-in-hide-and-seek-2005/,tt0382077,Jump Scares: 16 (16 minor),Numerous jump scares which are often accompanied by a sound effect in an effort to enhance them. Most of the scares are quite predictable and lack any real impact.,https://wheresthejump.com/subtitles/Hide-and-Seek-2005.srt
High Tension,Alexandre Aja,2003,8,2.5,No,https://wheresthejump.com/jump-scares-in-high-tension-2003/,tt0338095,Jump Scares: 8 (8 minor),A very gory and suspenseful French slasher. There are some jump scares however they are not a major element of the film.,https://wheresthejump.com/subtitles/High-Tension-2003.srt
His House,Remi Weekes,2020,8,2.5,Yes,https://wheresthejump.com/jump-scares-in-his-house-2020/,tt8508734,"Jump Scares: 8 (1 major, 7 minor)","Several jump scares in the second half of the movie, none too extreme.",https://wheresthejump.com/subtitles/His-House-2020.srt
Holidays,"Anthony Scott Burns,Kevin Kolsch, Nicholas McCarthy, Adam Egypt Mortimer, Ellen Reid, Gary Shore, Kevin Smith, Sarah Adina Smith, Scott Stewart, Dennis Widmyer",2016,5,2.0,Yes,https://wheresthejump.com/jump-scares-in-holidays-2016/,tt4419364,"Jump Scares: 5 (1 major, 4 minor)","None of the shorts are particularly scary although there are a handful of jump scares in the Easter, Mother’s Day, and Father’s Day segments with the Easter segment containing the only significant scare.",https://wheresthejump.com/subtitles/Holidays-2016.srt
Hollow Man,Paul Verhoeven,2000,9,2.5,No,https://wheresthejump.com/jump-scares-in-hollow-man-2000/,tt0164052,Jump Scares: 9 (9 minor),Minor jump scares only from the 30 minute mark onwards.,https://wheresthejump.com/subtitles/Hollow-Man-2000.srt
Honeydew,Devereux Milburn,2020,2,1.0,No,https://wheresthejump.com/jump-scares-in-honeydew-2020/,tt10734864,Jump Scares: 2 (2 minor),"minimal jump scares, the movie is more about dread and bizarre scenarios",Honeydew.srt
Honeymoon,Leigh Janiak,2014,3,0.5,No,https://wheresthejump.com/jump-scares-in-honeymoon-2014/,tt3177316,Jump Scares: 3 (3 minor),"A romantic drama with some horror/sci-fi elements, Honeymoon contains only a couple of very minor jump scares.",https://wheresthejump.com/subtitles/Honeymoon-2014.srt
Horns,Alexandre Aja,2013,3,0.5,No,https://wheresthejump.com/jump-scares-in-horns-2013/,tt1528071,Jump Scares: 3 (3 minor),Horns is jump scare free other than three minor shocks in the middle part of the movie.,https://wheresthejump.com/subtitles/Horns-2013.srt
Horse Girl,Jeff Baena,2020,1,0.5,Yes,https://wheresthejump.com/jump-scares-in-horse-girl-2020/,tt11388406,Jump Scares: 1 (1 minor),"Despite being called a horror or thriller movie by some, Horse Girl is a lot more of a psychological drama, so there aren’t any significant jump scares worth taking note of.",https://wheresthejump.com/subtitles/Horse-Girl-2020.srt
Host,Rob Savage,2020,23,4.0,No,https://wheresthejump.com/jump-scares-in-host-2020/,tt12749596,"Jump Scares: 23 (9 major, 14 minor)","While the entirety of the film takes place on a Zoom screen, Host is very tension-filled, which makes for very effective jump scares. Most of them taking place during the second half of the film.",https://wheresthejump.com/subtitles/Host-2020.srt
Hostel,Eli Roth,2005,2,0.5,No,https://wheresthejump.com/jump-scares-in-hostel-2005/,tt0450278,Jump Scares: 2 (2 minor),“Torture porn” style horror movie that tries to scare its audience through disturbing torture scenes and gore rather than jump scares.,https://wheresthejump.com/subtitles/Hostel-2005.srt
Hostel: Part II,Eli Roth,2007,5,1.0,No,https://wheresthejump.com/jump-scares-in-hostel-part-ii-2007/,tt0498353,Jump Scares: 5 (5 minor),"Slightly more jumpy than its predecessor, but still a low jump scare movie, however caution is advised regarding gore.",https://wheresthejump.com/subtitles/Hostel-Part-II-2007.srt
Hostel: Part III,Scott Spiegel,2011,6,1.5,Yes,https://wheresthejump.com/jump-scares-in-hostel-part-iii-2011/,tt1255916,"Jump Scares: 6 (1 major, 5 minor)","Low on jump scares, and considerably less gory or disturbing than its predecessors.",https://wheresthejump.com/subtitles/Hostel-Part-III-2011.srt
Hosts,Adam Leader,2020,4,1.5,No,https://wheresthejump.com/jump-scares-in-hosts-2020/,tt9543062,Jump Scares: 4 (4 minor),Very minimal use of jump scares with little effect,Hosts.srt
Hot Fuzz,Edgar Wright,2007,1,1.5,No,https://wheresthejump.com/jump-scares-in-hot-fuzz-2007/,tt0425112,Jump Scares: 1 (1 minor),Just one real jump scare including a loud sound effect. The movie is more of an action comedy.,https://wheresthejump.com/subtitles/Hot-Fuzz-2007.srt
Hotel Inferno,Giulio De Santi,2013,3,1.0,No,https://wheresthejump.com/jump-scares-in-hotel-inferno-2013/,tt3398788,"Jump Scares: 3 (2 major, 1 minor)","Two predictable but still effective major jump scares and one minor one, but much more gory than it is jumpy. Extremely low budget and not particularly scary.",https://wheresthejump.com/subtitles/Hotel-Inferno-2013.srt
Hotel Inferno 2: The Cathedral of Pain,"Giulio De Santi, Tiziana Machella",2017,5,1.5,No,https://wheresthejump.com/jump-scares-in-hotel-inferno-2-the-cathedral-of-pain-2017/,tt4978404,"Jump Scares: 5 (3 major, 2 minor)","Jumpier and gorier than its predecessor. Despite the extremely low budget and predictable scares, viewer discretion is still advised.",https://wheresthejump.com/subtitles/Hotel-Inferno-2-The-Cathedral-of-Pain-2017.srt
Hotel Inferno 3: The Castle of Screams,"Giulio De Santi, Tiziana Machella",2021,8,1.0,No,https://wheresthejump.com/jump-scares-in-hotel-inferno-3-the-castle-of-screams-2021/,tt7612146,Jump Scares: 8 (8 minor),"Despite having the most amount of minor jump scares in the series so far, none of them are as significant as the previous films. However, as per usual, the film is a ‘gorefest’ that squeamish viewers will absolutely want to avoid.",https://wheresthejump.com/subtitles/Hotel-Inferno-3-The-Castle-of-Screams-2021.srt
Hounds of Love,Ben Young,2016,0,0.0,No,https://wheresthejump.com/jump-scares-in-hounds-of-love-2016/,tt3896738,Jump Scares: 0,"Hounds of Love is more of a crime thriller than horror movie and as such, there are no jump scares.",
Hour of the Wolf,Ingmar Bergman,1968,1,0.5,No,https://wheresthejump.com/jump-scares-in-hour-of-the-wolf-1968/,tt0063759,Jump Scares: 1 (1 minor),This film is more frightening on a psychological level rather than relying on jump scares.,https://wheresthejump.com/subtitles/Hour-of-the-Wolf-1968.srt
House,Nobuhiko Obayashi,1977,0,0.0,No,https://wheresthejump.com/jump-scares-in-house-1977/,tt0076162,Jump Scares: 0,"House is much more of a horror parody than a normal horror movie, so the scares are generally silly and lighthearted. That, alongside with zero jump scares, should make it an easy, accessible watch for all audiences.",
House,Steve Miner,1986,11,3.0,No,https://wheresthejump.com/jump-scares-in-house-1986/,tt0091223,Jump Scares: 11 (11 minor),Numerous jump scares however the campy nature of the film makes them less scary than they might otherwise have been.,https://wheresthejump.com/subtitles/House-1986.srt
